TIME,REAL 1,IMAGINARY 1,PHASE 1,SYSTEM PHASE 1,IMPEDANCE 1,REAL 2,IMAGINARY 2,PHASE 2,SYSTEM PHASE 2,IMPEDANCE 2,REAL 3,IMAGINARY 3,PHASE 3,SYSTEM PHASE 3,IMPEDANCE 3,REAL 4,IMAGINARY 4,PHASE 4,SYSTEM PHASE 4,IMPEDANCE 4,REAL 5,IMAGINARY 5,PHASE 5,SYSTEM PHASE 5,IMPEDANCE 5,REAL 6,IMAGINARY 6,PHASE 6,SYSTEM PHASE 6,IMPEDANCE 6,REAL 7,IMAGINARY 7,PHASE 7,SYSTEM PHASE 7,IMPEDANCE 7,REAL 8,IMAGINARY 8,PHASE 8,SYSTEM PHASE 8,IMPEDANCE 8,REAL 9,IMAGINARY 9,PHASE 9,SYSTEM PHASE 9,IMPEDANCE 9,REAL 10,IMAGINARY 10,PHASE 10,SYSTEM PHASE 10,IMPEDANCE 10,REAL 11,IMAGINARY 11,PHASE 11,SYSTEM PHASE 11,IMPEDANCE 11,REAL 12,IMAGINARY 12,PHASE 12,SYSTEM PHASE 12,IMPEDANCE 12,REAL 13,IMAGINARY 13,PHASE 13,SYSTEM PHASE 13,IMPEDANCE 13,REAL 14,IMAGINARY 14,PHASE 14,SYSTEM PHASE 14,IMPEDANCE 14,REAL 15,IMAGINARY 15,PHASE 15,SYSTEM PHASE 15,IMPEDANCE 15,REAL 16,IMAGINARY 16,PHASE 16,SYSTEM PHASE 16,IMPEDANCE 16,REAL 17,IMAGINARY 17,PHASE 17,SYSTEM PHASE 17,IMPEDANCE 17,REAL 18,IMAGINARY 18,PHASE 18,SYSTEM PHASE 18,IMPEDANCE 18,REAL 19,IMAGINARY 19,PHASE 19,SYSTEM PHASE 19,IMPEDANCE 19,REAL 20,IMAGINARY 20,PHASE 20,SYSTEM PHASE 20,IMPEDANCE 20,REAL 21,IMAGINARY 21,PHASE 21,SYSTEM PHASE 21,IMPEDANCE 21,REAL 22,IMAGINARY 22,PHASE 22,SYSTEM PHASE 22,IMPEDANCE 22,REAL 23,IMAGINARY 23,PHASE 23,SYSTEM PHASE 23,IMPEDANCE 23,REAL 24,IMAGINARY 24,PHASE 24,SYSTEM PHASE 24,IMPEDANCE 24,REAL 25,IMAGINARY 25,PHASE 25,SYSTEM PHASE 25,IMPEDANCE 25,REAL 26,IMAGINARY 26,PHASE 26,SYSTEM PHASE 26,IMPEDANCE 26,REAL 27,IMAGINARY 27,PHASE 27,SYSTEM PHASE 27,IMPEDANCE 27,REAL 28,IMAGINARY 28,PHASE 28,SYSTEM PHASE 28,IMPEDANCE 28
92.49,8844,-10674,-0.48,-0.88,3501.41,8916,-10617,-0.47,-0.87,3500.81,8935,-10645,-0.47,-0.87,3492.33,8866,-10084,-0.45,-0.85,3614.71,8613,-9751,-0.44,-0.85,3730.6,8329,-9288,-0.44,-0.84,3890.49,8254,-9141,-0.43,-0.84,3940.85,7914,-8795,-0.43,-0.84,4102.28,8295,-9270,-0.44,-0.84,3901.78,8323,-9239,-0.43,-0.84,3903.14,7933,-8830,-0.44,-0.84,4088.89,7528,-8695,-0.45,-0.86,4220.14,7230,-8175,-0.44,-0.85,4447.35,7296,-8284,-0.44,-0.85,4396.83,7339,-8295,-0.44,-0.85,4382.26,7336,-8306,-0.44,-0.85,4379.78,7853,-8796,-0.44,-0.84,4116.18,7817,-8861,-0.44,-0.85,4107.57,7844,-8631,-0.43,-0.83,4161.58,8032,-9164,-0.45,-0.85,3983.02,8101,-9447,-0.46,-0.86,3900.11,8395,-10159,-0.48,-0.88,3682.87,6882,-8329,-0.48,-0.88,4492.26,6343,-7507,-0.47,-0.87,4938.56,9966,-10132,-0.39,-0.79,3415.16,6316,-7307,-0.45,-0.86,5025.27,12588,-12693,-0.39,-0.79,2715.07,19211,4648,0.64,0.24,2455.62
92.68,8826,-10678,-0.48,-0.88,3503.53,8919,-10613,-0.47,-0.87,3501.1,8938,-10652,-0.47,-0.87,3490.5,8860,-10089,-0.45,-0.85,3614.77,8608,-9762,-0.44,-0.85,3729.19,8322,-9297,-0.44,-0.84,3889.85,8250,-9149,-0.43,-0.84,3939.81,7914,-8795,-0.43,-0.84,4102.28,8305,-9265,-0.44,-0.84,3900.85,8304,-9244,-0.44,-0.84,3905.97,7929,-8838,-0.44,-0.84,4087.76,7534,-8691,-0.45,-0.86,4219.8,7234,-8173,-0.44,-0.85,4446.88,7307,-8280,-0.44,-0.85,4395.13,7335,-8299,-0.44,-0.85,4382.12,7341,-8305,-0.44,-0.85,4378.77,7861,-8795,-0.44,-0.84,4114.58,7790,-8865,-0.45,-0.85,4112.74,7837,-8633,-0.43,-0.83,4162.73,8025,-9166,-0.45,-0.85,3984.03,8147,-9443,-0.46,-0.86,3891.68,8279,-10175,-0.48,-0.89,3700.05,6892,-8331,-0.48,-0.88,4488.97,6338,-7508,-0.47,-0.87,4939.8,9955,-10139,-0.39,-0.79,3415.81,6319,-7308,-0.45,-0.86,5023.86,12580,-12697,-0.39,-0.79,2715.49,19214,4639,0.64,0.24,2455.52
92.87,8831,-10674,-0.48,-0.88,3503.5,8914,-10621,-0.47,-0.87,3500.36,8922,-10648,-0.47,-0.87,3493.86,8872,-10082,-0.45,-0.85,3614.05,8612,-9754,-0.44,-0.85,3730.15,8325,-9293,-0.44,-0.84,3890.16,8249,-9142,-0.43,-0.84,3941.69,7939,-8795,-0.43,-0.84,4096.48,8286,-9279,-0.44,-0.84,3901.55,8316,-9235,-0.43,-0.84,3905.55,7927,-8832,-0.44,-0.84,4089.76,7524,-8694,-0.45,-0.86,4221.38,7230,-8174,-0.44,-0.85,4447.65,7337,-8272,-0.44,-0.85,4389.61,7345,-8297,-0.44,-0.85,4380.09,7346,-8304,-0.44,-0.85,4377.76,7857,-8798,-0.44,-0.84,4114.73,7816,-8861,-0.44,-0.85,4107.8,7844,-8632,-0.43,-0.83,4161.31,8039,-9163,-0.45,-0.85,3981.75,8127,-9446,-0.46,-0.86,3895.05,8277,-10170,-0.48,-0.89,3701.5,6882,-8333,-0.48,-0.88,4490.97,6337,-7509,-0.47,-0.87,4939.74,9952,-10140,-0.39,-0.79,3416.14,6310,-7310,-0.45,-0.86,5026.13,12542,-12720,-0.39,-0.79,2717.06,19214,4638,0.64,0.24,2455.55
93.06,8834,-10675,-0.48,-0.88,3502.82,8921,-10614,-0.47,-0.87,3500.58,8918,-10661,-0.47,-0.87,3492,8873,-10081,-0.45,-0.85,3614.08,8622,-9753,-0.44,-0.85,3728.46,8311,-9297,-0.44,-0.84,3892.14,8243,-9145,-0.43,-0.84,3942.26,7923,-8798,-0.43,-0.84,4099.42,8291,-9270,-0.44,-0.84,3902.61,8314,-9241,-0.43,-0.84,3904.57,7926,-8831,-0.44,-0.84,4090.25,7520,-8696,-0.45,-0.86,4221.78,7240,-8167,-0.44,-0.85,4447.09,7300,-8282,-0.44,-0.85,4396.37,7348,-8296,-0.44,-0.85,4379.6,7334,-8305,-0.44,-0.85,4380.6,7861,-8800,-0.44,-0.84,4113.28,7806,-8861,-0.44,-0.85,4110.1,7823,-8640,-0.43,-0.83,4164.24,8014,-9170,-0.45,-0.85,3985.42,8107,-9449,-0.46,-0.86,3898.41,8281,-10172,-0.48,-0.89,3700.35,6879,-8329,-0.48,-0.88,4493.05,6334,-7511,-0.47,-0.87,4939.94,9929,-10151,-0.39,-0.8,3418.13,6299,-7311,-0.46,-0.86,5029.48,12578,-12697,-0.39,-0.79,2715.7,19213,4641,0.64,0.24,2455.58
93.25,8856,-10673,-0.47,-0.88,3499.67,8912,-10616,-0.47,-0.87,3501.66,8946,-10643,-0.47,-0.87,3490.94,8873,-10089,-0.45,-0.85,3612.46,8624,-9753,-0.44,-0.85,3728.09,8320,-9289,-0.44,-0.84,3892.13,8238,-9153,-0.43,-0.84,3941.43,7927,-8792,-0.43,-0.84,4100.04,8300,-9267,-0.44,-0.84,3901.43,8307,-9241,-0.43,-0.84,3906.04,7939,-8831,-0.43,-0.84,4087.26,7528,-8693,-0.45,-0.86,4220.69,7240,-8171,-0.44,-0.85,4445.87,7294,-8283,-0.45,-0.85,4397.65,7348,-8294,-0.44,-0.85,4380.19,7330,-8307,-0.44,-0.85,4381.06,7850,-8801,-0.44,-0.84,4115.58,7797,-8864,-0.45,-0.85,4111.39,7821,-8640,-0.43,-0.84,4164.72,8013,-9169,-0.45,-0.85,3985.88,8120,-9447,-0.46,-0.86,3896.24,8262,-10178,-0.49,-0.89,3702.42,6912,-8325,-0.47,-0.88,4485.59,6340,-7506,-0.47,-0.87,4939.92,9919,-10156,-0.39,-0.8,3418.95,6295,-7313,-0.46,-0.86,5030.05,12545,-12718,-0.39,-0.79,2716.96,19211,4638,0.64,0.24,2455.91
93.43,8844,-10675,-0.48,-0.88,3501.21,8912,-10616,-0.47,-0.87,3501.66,8927,-10659,-0.47,-0.87,3490.93,8866,-10084,-0.45,-0.85,3614.71,8610,-9750,-0.44,-0.85,3731.39,8325,-9287,-0.44,-0.84,3891.55,8259,-9140,-0.43,-0.84,3940.02,7943,-8792,-0.43,-0.84,4096.33,8289,-9277,-0.44,-0.84,3901.39,8317,-9234,-0.43,-0.84,3905.57,7933,-8839,-0.44,-0.84,4086.59,7531,-8694,-0.45,-0.86,4219.69,7237,-8172,-0.44,-0.85,4446.37,7325,-8275,-0.44,-0.85,4391.88,7342,-8297,-0.44,-0.85,4380.88,7349,-8301,-0.44,-0.85,4377.86,7852,-8802,-0.44,-0.84,4114.85,7800,-8864,-0.45,-0.85,4110.7,7829,-8636,-0.43,-0.83,4163.86,8012,-9168,-0.45,-0.85,3986.34,8124,-9449,-0.46,-0.86,3894.95,8257,-10175,-0.49,-0.89,3703.97,6927,-8325,-0.47,-0.88,4481.62,6344,-7510,-0.47,-0.87,4937.08,9912,-10160,-0.39,-0.8,3419.44,6312,-7312,-0.45,-0.86,5024.66,12577,-12701,-0.39,-0.79,2715.38,19213,4644,0.64,0.24,2455.49
93.62,8832,-10676,-0.48,-0.88,3502.95,8911,-10616,-0.47,-0.87,3501.82,8947,-10649,-0.47,-0.87,3489.63,8859,-10090,-0.45,-0.85,3614.75,8633,-9742,-0.44,-0.85,3728.74,8326,-9287,-0.44,-0.84,3891.34,8258,-9143,-0.43,-0.84,3939.52,7934,-8791,-0.43,-0.84,4098.67,8292,-9266,-0.44,-0.84,3903.34,8320,-9234,-0.43,-0.84,3904.94,7937,-8831,-0.43,-0.84,4087.72,7522,-8693,-0.45,-0.86,4222.13,7235,-8173,-0.44,-0.85,4446.61,7317,-8273,-0.44,-0.85,4394.58,7339,-8297,-0.44,-0.85,4381.67,7344,-8304,-0.44,-0.85,4378.28,7853,-8799,-0.44,-0.84,4115.4,7796,-8864,-0.45,-0.85,4111.62,7828,-8634,-0.43,-0.83,4164.63,8012,-9168,-0.45,-0.85,3986.34,8149,-9441,-0.45,-0.86,3891.74,8210,-10178,-0.49,-0.89,3711.68,6937,-8326,-0.47,-0.88,4478.66,6341,-7508,-0.47,-0.87,4938.82,9911,-10164,-0.39,-0.8,3418.92,6313,-7308,-0.45,-0.86,5025.9,12552,-12716,-0.39,-0.79,2716.43,19215,4641,0.64,0.24,2455.34
93.81,8863,-10662,-0.47,-0.88,3500.67,8925,-10613,-0.47,-0.87,3500.12,8939,-10645,-0.47,-0.87,3491.69,8862,-10092,-0.45,-0.85,3613.81,8620,-9752,-0.44,-0.85,3729.06,8333,-9289,-0.44,-0.84,3889.42,8244,-9142,-0.43,-0.84,3942.76,7918,-8796,-0.43,-0.84,4101.09,8296,-9277,-0.44,-0.84,3899.93,8322,-9243,-0.43,-0.84,3902.42,7932,-8834,-0.44,-0.84,4088.1,7535,-8691,-0.45,-0.86,4219.56,7244,-8170,-0.44,-0.85,4445.09,7318,-8275,-0.44,-0.85,4393.72,7339,-8297,-0.44,-0.85,4381.67,7340,-8303,-0.44,-0.85,4379.63,7848,-8803,-0.44,-0.84,4115.52,7808,-8859,-0.44,-0.85,4110.16,7836,-8633,-0.43,-0.83,4162.97,8013,-9168,-0.45,-0.85,3986.13,8118,-9447,-0.46,-0.86,3896.64,8241,-10178,-0.49,-0.89,3706.16,6912,-8327,-0.47,-0.88,4484.95,6348,-7510,-0.47,-0.87,4935.79,9940,-10148,-0.39,-0.8,3416.79,6296,-7311,-0.46,-0.86,5030.5,12604,-12679,-0.38,-0.79,2714.86,19214,4640,0.64,0.24,2455.49
94,8834,-10670,-0.48,-0.88,3503.8,8914,-10610,-0.47,-0.87,3502.49,8918,-10658,-0.47,-0.87,3492.57,8873,-10082,-0.45,-0.85,3613.87,8595,-9751,-0.44,-0.85,3734.02,8325,-9295,-0.44,-0.84,3889.69,8245,-9140,-0.43,-0.84,3943.02,7917,-8796,-0.43,-0.84,4101.33,8309,-9271,-0.44,-0.84,3898.62,8308,-9240,-0.43,-0.84,3906.06,7931,-8834,-0.44,-0.84,4088.33,7527,-8694,-0.45,-0.86,4220.65,7240,-8170,-0.44,-0.85,4446.17,7302,-8280,-0.44,-0.85,4396.44,7346,-8293,-0.44,-0.85,4381.01,7343,-8302,-0.44,-0.85,4379.14,7853,-8798,-0.44,-0.84,4115.66,7813,-8860,-0.44,-0.85,4108.75,7828,-8634,-0.43,-0.83,4164.63,8011,-9170,-0.45,-0.85,3986.06,8085,-9449,-0.46,-0.86,3902.9,8253,-10178,-0.49,-0.89,3704.02,6894,-8328,-0.48,-0.88,4489.4,6349,-7510,-0.47,-0.87,4935.46,9955,-10142,-0.39,-0.79,3415.3,6313,-7307,-0.45,-0.86,5026.29,12585,-12695,-0.39,-0.79,2715.17,19213,4643,0.64,0.24,2455.52
94.19,8822,-10677,-0.48,-0.88,3504.37,8922,-10608,-0.47,-0.87,3501.58,8917,-10655,-0.47,-0.87,3493.31,8860,-10083,-0.45,-0.85,3615.98,8592,-9750,-0.44,-0.85,3734.81,8320,-9296,-0.44,-0.84,3890.5,8245,-9139,-0.43,-0.84,3943.26,7922,-8795,-0.43,-0.84,4100.42,8283,-9278,-0.44,-0.84,3902.41,8323,-9239,-0.43,-0.84,3903.14,7934,-8838,-0.44,-0.84,4086.61,7536,-8694,-0.45,-0.86,4218.49,7230,-8175,-0.44,-0.85,4447.35,7289,-8283,-0.45,-0.85,4398.97,7344,-8292,-0.44,-0.85,4381.84,7334,-8308,-0.44,-0.85,4379.72,7847,-8798,-0.44,-0.84,4117.06,7804,-8863,-0.45,-0.85,4110.04,7831,-8632,-0.43,-0.83,4164.43,8015,-9165,-0.45,-0.85,3986.43,8070,-9447,-0.46,-0.86,3906.44,8306,-10171,-0.48,-0.89,3696.12,6893,-8332,-0.48,-0.88,4488.38,6342,-7508,-0.47,-0.87,4938.5,9954,-10141,-0.39,-0.79,3415.64,6298,-7314,-0.46,-0.86,5028.64,12553,-12708,-0.39,-0.79,2717.19,19212,4643,0.64,0.24,2455.64
94.38,8823,-10674,-0.48,-0.88,3504.79,8906,-10613,-0.47,-0.87,3503.21,8922,-10654,-0.47,-0.87,3492.7,8852,-10086,-0.45,-0.85,3616.8,8599,-9745,-0.44,-0.85,3734.55,8328,-9294,-0.44,-0.84,3889.3,8260,-9142,-0.43,-0.84,3939.33,7922,-8796,-0.43,-0.84,4100.17,8306,-9274,-0.44,-0.84,3898.54,8304,-9242,-0.44,-0.84,3906.44,7940,-8826,-0.43,-0.84,4088.31,7528,-8692,-0.45,-0.86,4220.97,7260,-8164,-0.44,-0.84,4442.6,7307,-8275,-0.44,-0.85,4396.62,7349,-8291,-0.44,-0.85,4380.82,7329,-8305,-0.44,-0.85,4381.91,7853,-8797,-0.44,-0.84,4115.92,7811,-8861,-0.44,-0.85,4108.95,7833,-8633,-0.43,-0.83,4163.69,8022,-9167,-0.45,-0.85,3984.43,8108,-9444,-0.46,-0.86,3899.4,8245,-10179,-0.49,-0.89,3705.23,6909,-8327,-0.47,-0.88,4485.75,6344,-7509,-0.47,-0.87,4937.47,9946,-10149,-0.39,-0.8,3415.61,6290,-7315,-0.46,-0.86,5030.96,12548,-12712,-0.39,-0.79,2717.29,19213,4648,0.64,0.24,2455.37
94.57,8831,-10670,-0.48,-0.88,3504.28,8929,-10607,-0.47,-0.87,3500.63,8925,-10651,-0.47,-0.87,3492.79,8871,-10079,-0.45,-0.85,3614.84,8601,-9746,-0.44,-0.85,3733.96,8314,-9289,-0.44,-0.84,3893.38,8248,-9139,-0.43,-0.84,3942.61,7917,-8795,-0.43,-0.84,4101.58,8293,-9274,-0.44,-0.84,3901.26,8316,-9237,-0.43,-0.84,3905.08,7924,-8835,-0.44,-0.84,4089.68,7532,-8690,-0.45,-0.86,4220.56,7242,-8172,-0.44,-0.85,4445.02,7302,-8279,-0.44,-0.85,4396.74,7348,-8292,-0.44,-0.85,4380.79,7326,-8306,-0.44,-0.85,4382.4,7852,-8795,-0.44,-0.84,4116.68,7806,-8858,-0.44,-0.85,4110.89,7842,-8629,-0.43,-0.83,4162.59,8027,-9164,-0.45,-0.85,3984.09,8123,-9438,-0.46,-0.86,3897.76,8256,-10175,-0.49,-0.89,3704.15,6915,-8331,-0.47,-0.88,4482.88,6341,-7510,-0.47,-0.87,4938.06,9932,-10156,-0.39,-0.8,3416.76,6293,-7311,-0.46,-0.86,5031.52,12536,-12720,-0.39,-0.79,2717.71,19210,4641,0.64,0.24,2455.94
94.76,8850,-10663,-0.47,-0.88,3502.58,8927,-10615,-0.47,-0.87,3499.41,8945,-10644,-0.47,-0.87,3490.91,8865,-10090,-0.45,-0.85,3613.68,8605,-9740,-0.44,-0.85,3734.49,8313,-9286,-0.44,-0.84,3894.29,8243,-9148,-0.43,-0.84,3941.55,7907,-8798,-0.43,-0.84,4103.13,8314,-9275,-0.44,-0.84,3896.64,8306,-9247,-0.44,-0.84,3904.85,7934,-8828,-0.43,-0.84,4089.18,7534,-8688,-0.45,-0.86,4220.64,7235,-8173,-0.44,-0.85,4446.61,7299,-8279,-0.44,-0.85,4397.53,7346,-8296,-0.44,-0.85,4380.13,7325,-8305,-0.44,-0.85,4382.96,7859,-8795,-0.44,-0.84,4115.05,7814,-8859,-0.44,-0.85,4108.78,7834,-8635,-0.43,-0.83,4162.92,8001,-9167,-0.45,-0.85,3988.96,8148,-9442,-0.46,-0.86,3891.71,8208,-10179,-0.49,-0.89,3711.82,6901,-8331,-0.48,-0.88,4486.59,6340,-7509,-0.47,-0.87,4938.77,9952,-10147,-0.39,-0.8,3414.94,6287,-7311,-0.46,-0.86,5033.56,12538,-12724,-0.39,-0.79,2717.06,19214,4636,0.64,0.24,2455.6
94.95,8841,-10671,-0.48,-0.88,3502.47,8929,-10613,-0.47,-0.87,3499.47,8933,-10647,-0.47,-0.87,3492.27,8869,-10089,-0.45,-0.85,3613.17,8609,-9749,-0.44,-0.85,3731.79,8317,-9286,-0.44,-0.84,3893.45,8266,-9138,-0.43,-0.84,3938.99,7903,-8791,-0.43,-0.84,4105.86,8326,-9265,-0.43,-0.84,3896.46,8320,-9243,-0.43,-0.84,3902.84,7933,-8836,-0.44,-0.84,4087.36,7529,-8694,-0.45,-0.86,4220.17,7239,-8170,-0.44,-0.85,4446.44,7310,-8274,-0.44,-0.85,4396.13,7351,-8289,-0.44,-0.85,4380.89,7341,-8301,-0.44,-0.85,4379.96,7860,-8794,-0.44,-0.84,4115.08,7804,-8859,-0.44,-0.85,4111.09,7825,-8636,-0.43,-0.83,4164.82,8010,-9165,-0.45,-0.85,3987.51,8163,-9443,-0.45,-0.86,3888.42,8208,-10179,-0.49,-0.89,3711.82,6895,-8325,-0.48,-0.88,4490.09,6339,-7509,-0.47,-0.87,4939.09,9916,-10162,-0.39,-0.8,3418.42,6301,-7310,-0.46,-0.86,5029.19,12527,-12728,-0.39,-0.79,2717.8,19211,4649,0.64,0.24,2455.59
95.14,8840,-10668,-0.48,-0.88,3503.22,8926,-10604,-0.47,-0.87,3501.7,8927,-10659,-0.47,-0.87,3490.93,8862,-10083,-0.45,-0.85,3615.63,8604,-9752,-0.44,-0.85,3732.1,8310,-9292,-0.44,-0.84,3893.51,8241,-9142,-0.43,-0.84,3943.4,7922,-8798,-0.43,-0.84,4099.65,8322,-9271,-0.44,-0.84,3895.9,8309,-9238,-0.43,-0.84,3906.32,7923,-8841,-0.44,-0.84,4088.37,7535,-8690,-0.45,-0.86,4219.84,7244,-8167,-0.44,-0.85,4446.01,7295,-8278,-0.44,-0.85,4398.89,7365,-8289,-0.44,-0.84,4377.22,7333,-8304,-0.44,-0.85,4381.16,7861,-8796,-0.44,-0.84,4114.32,7810,-8859,-0.44,-0.85,4109.7,7835,-8632,-0.43,-0.83,4163.47,8010,-9165,-0.45,-0.85,3987.51,8106,-9446,-0.46,-0.86,3899.33,8255,-10178,-0.49,-0.89,3703.67,6885,-8331,-0.48,-0.88,4490.82,6337,-7508,-0.47,-0.87,4940.12,9924,-10158,-0.39,-0.8,3417.76,6290,-7312,-0.46,-0.86,5032.15,12544,-12721,-0.39,-0.79,2716.74,19214,4640,0.64,0.24,2455.49
95.33,8839,-10666,-0.48,-0.88,3503.77,8913,-10615,-0.47,-0.87,3501.69,8949,-10643,-0.47,-0.87,3490.46,8876,-10083,-0.45,-0.85,3613.14,8614,-9744,-0.44,-0.85,3731.92,8323,-9293,-0.44,-0.84,3890.57,8243,-9145,-0.43,-0.84,3942.26,7917,-8797,-0.43,-0.84,4101.07,8319,-9264,-0.44,-0.84,3898.16,8312,-9243,-0.43,-0.84,3904.52,7919,-8835,-0.44,-0.84,4090.83,7528,-8691,-0.45,-0.86,4221.25,7261,-8164,-0.44,-0.84,4442.33,7291,-8276,-0.44,-0.85,4400.54,7346,-8293,-0.44,-0.85,4381.01,7343,-8300,-0.44,-0.85,4379.73,7864,-8796,-0.44,-0.84,4113.63,7811,-8859,-0.44,-0.85,4109.47,7829,-8633,-0.43,-0.83,4164.65,8024,-9164,-0.45,-0.85,3984.74,8157,-9438,-0.45,-0.86,3890.82,8203,-10179,-0.49,-0.89,3712.71,6896,-8327,-0.48,-0.88,4489.19,6340,-7507,-0.47,-0.87,4939.53,9944,-10151,-0.39,-0.8,3415.6,6283,-7316,-0.46,-0.86,5032.94,12530,-12726,-0.39,-0.79,2717.7,19212,4644,0.64,0.24,2455.61
95.52,8855,-10655,-0.47,-0.88,3503.33,8906,-10615,-0.47,-0.87,3502.82,8922,-10658,-0.47,-0.87,3491.93,8874,-10077,-0.45,-0.85,3614.71,8603,-9746,-0.44,-0.85,3733.58,8313,-9293,-0.44,-0.84,3892.66,8241,-9144,-0.43,-0.84,3942.93,7921,-8791,-0.43,-0.84,4101.69,8304,-9277,-0.44,-0.84,3898.26,8319,-9238,-0.43,-0.84,3904.22,7935,-8830,-0.43,-0.84,4088.43,7536,-8688,-0.45,-0.86,4220.16,7270,-8159,-0.44,-0.84,4441.41,7293,-8276,-0.44,-0.85,4400.01,7348,-8294,-0.44,-0.85,4380.19,7334,-8300,-0.44,-0.85,4382.09,7863,-8796,-0.44,-0.84,4113.86,7815,-8858,-0.44,-0.85,4108.82,7824,-8635,-0.43,-0.83,4165.32,8026,-9164,-0.45,-0.85,3984.31,8189,-9437,-0.45,-0.86,3884.53,8200,-10175,-0.49,-0.89,3714.13,6914,-8326,-0.47,-0.88,4484.74,6333,-7509,-0.47,-0.87,4941.03,9946,-10151,-0.39,-0.8,3415.27,6302,-7307,-0.46,-0.86,5030.04,12589,-12690,-0.39,-0.79,2715.28,19215,4634,0.64,0.24,2455.54
95.71,8863,-10660,-0.47,-0.88,3501.06,8908,-10611,-0.47,-0.87,3503.27,8936,-10645,-0.47,-0.87,3492.17,8858,-10092,-0.45,-0.85,3614.52,8600,-9746,-0.44,-0.85,3734.15,8306,-9295,-0.44,-0.84,3893.65,8250,-9137,-0.43,-0.84,3942.66,7908,-8792,-0.43,-0.84,4104.44,8326,-9269,-0.44,-0.84,3895.53,8312,-9248,-0.43,-0.84,3903.35,7926,-8833,-0.44,-0.84,4089.74,7540,-8688,-0.45,-0.86,4219.19,7265,-8161,-0.44,-0.84,4442.16,7291,-8279,-0.44,-0.85,4399.64,7353,-8291,-0.44,-0.85,4379.77,7344,-8300,-0.44,-0.85,4379.47,7868,-8796,-0.44,-0.84,4112.7,7806,-8862,-0.44,-0.85,4109.84,7828,-8632,-0.43,-0.83,4165.15,8004,-9171,-0.45,-0.85,3987.32,8179,-9437,-0.45,-0.86,3886.57,8198,-10176,-0.49,-0.89,3714.26,6929,-8326,-0.47,-0.88,4480.77,6343,-7508,-0.47,-0.87,4938.18,9918,-10166,-0.39,-0.8,3417.39,6297,-7309,-0.46,-0.86,5030.95,12579,-12694,-0.39,-0.79,2715.92,19210,4642,0.64,0.24,2455.91
95.89,8851,-10670,-0.47,-0.88,3501.06,8919,-10613,-0.47,-0.87,3501.1,8915,-10657,-0.47,-0.87,3493.25,8864,-10086,-0.45,-0.85,3614.67,8592,-9749,-0.44,-0.85,3735.02,8309,-9296,-0.44,-0.84,3892.79,8242,-9143,-0.43,-0.84,3942.95,7903,-8797,-0.44,-0.84,4104.31,8341,-9260,-0.43,-0.84,3894.48,8323,-9239,-0.43,-0.84,3903.14,7928,-8830,-0.44,-0.84,4090.05,7535,-8690,-0.45,-0.86,4219.84,7258,-8163,-0.44,-0.84,4443.44,7279,-8279,-0.45,-0.85,4402.81,7347,-8292,-0.44,-0.85,4381.05,7327,-8304,-0.44,-0.85,4382.73,7863,-8796,-0.44,-0.84,4113.86,7813,-8858,-0.44,-0.85,4109.28,7830,-8633,-0.43,-0.83,4164.41,8014,-9166,-0.45,-0.85,3986.4,8164,-9438,-0.45,-0.86,3889.39,8210,-10171,-0.49,-0.89,3713.23,6902,-8324,-0.47,-0.88,4488.56,6343,-7510,-0.47,-0.87,4937.41,9923,-10161,-0.39,-0.8,3417.42,6287,-7312,-0.46,-0.86,5033.17,12576,-12694,-0.39,-0.79,2716.24,19213,4644,0.64,0.24,2455.49
96.08,8850,-10662,-0.47,-0.88,3502.77,8921,-10601,-0.47,-0.87,3503.1,8921,-10650,-0.47,-0.87,3493.63,8861,-10090,-0.45,-0.85,3614.39,8600,-9746,-0.44,-0.85,3734.15,8315,-9294,-0.44,-0.84,3892.01,8244,-9145,-0.43,-0.84,3942.05,7909,-8796,-0.43,-0.84,4103.18,8312,-9281,-0.44,-0.84,3895.66,8319,-9239,-0.43,-0.84,3903.98,7928,-8833,-0.44,-0.84,4089.28,7529,-8693,-0.45,-0.86,4220.45,7272,-8159,-0.44,-0.84,4440.87,7305,-8270,-0.44,-0.85,4398.64,7330,-8296,-0.44,-0.85,4384.32,7333,-8299,-0.44,-0.85,4382.64,7871,-8790,-0.44,-0.84,4113.56,7818,-8859,-0.44,-0.85,4107.86,7841,-8627,-0.43,-0.83,4163.36,8009,-9170,-0.45,-0.85,3986.49,8166,-9442,-0.45,-0.86,3888.04,8261,-10172,-0.48,-0.89,3703.91,6899,-8324,-0.47,-0.88,4489.35,6345,-7509,-0.47,-0.87,4937.14,9920,-10165,-0.39,-0.8,3417.23,6277,-7314,-0.46,-0.86,5035.78,12552,-12710,-0.39,-0.79,2717.08,19213,4643,0.64,0.24,2455.52
